SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
21380087300019;COMMUNE DE CHASSE SUR RHONE;MAIRIE;"";PLACE JEAN JAURES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";PL;JEAN JAURES;38670;"";;1;MAIRIE;;"";"";8411Z;Administration publique générale;2008;12;20;19830301;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2015;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
21380087300019;COMMUNE DE CHASSE SUR RHONE;MAIRIE;"";PLACE JEAN JAURES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";PL;JEAN JAURES;38670;"";;1;MAIRIE;;"";"";8411Z;Administration publique générale;2008;22;100;19830301;2016;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2016;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;1;0;27/02/2018
21380087300027;COMMUNE DE CHASSE SUR RHONE;ECOLE MATERNELLE PUBLIQUE LES BARBIERE;"";131 ALLEE DES GLYCINES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;131;"";ALL;DES GLYCINES;38670;"";;0;ECOLE MATERNELLE PUBLIQUE LES BARBIERES;;"";"";8510Z;Enseignement pré-primaire;2008;03;6;19831221;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2015;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
21380087300027;COMMUNE DE CHASSE SUR RHONE;ECOLE MATERNELLE PUBLIQUE LES BARBIERE;"";131 ALLEE DES GLYCINES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;131;"";ALL;DES GLYCINES;38670;"";;0;ECOLE MATERNELLE PUBLIQUE LES BARBIERES;;"";"";8510Z;Enseignement pré-primaire;2008;01;1;19831221;2016;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2016;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;1;0;27/02/2018
21380087300035;COMMUNE DE CHASSE SUR RHONE;ECOLE PRIMAIRE PUBLIQUE MIXTE 2;"";2 PLACE JULES FERRY;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;2;"";PL;JULES FERRY;38670;"";;0;ECOLE PRIMAIRE PUBLIQUE MIXTE 2;;"";"";8520Z;Enseignement primaire;2008;12;20;19831221;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2015;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
21380087300035;COMMUNE DE CHASSE SUR RHONE;ECOLE PRIMAIRE PUBLIQUE MIXTE 2;"";2 PLACE JULES FERRY;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;2;"";PL;JULES FERRY;38670;"";;0;ECOLE PRIMAIRE PUBLIQUE MIXTE 2;;"";"";8520Z;Enseignement primaire;2008;12;20;19831221;2016;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2016;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;0;0;27/02/2018
21380087300043;COMMUNE DE CHASSE SUR RHONE;ECOLE PRIMAIRE PUBLIQUE MIXTE 1;"";1 PLACE JULES FERRY;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1;"";PL;JULES FERRY;38670;"";;0;ECOLE PRIMAIRE PUBLIQUE MIXTE 1;;"";"";8520Z;Enseignement primaire;2008;03;6;19831221;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2015;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
21380087300043;COMMUNE DE CHASSE SUR RHONE;ECOLE PRIMAIRE PUBLIQUE MIXTE 1;"";1 PLACE JULES FERRY;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1;"";PL;JULES FERRY;38670;"";;0;ECOLE PRIMAIRE PUBLIQUE MIXTE 1;;"";"";8520Z;Enseignement primaire;2008;03;6;19831221;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2016;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;0;0;27/02/2018
21380087300050;COMMUNE DE CHASSE SUR RHONE;ECOLE MATERNELLE PUB LES GORGELIERES;"";RUE DU SENTIER;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";RUE;DU SENTIER;38670;"";;0;ECOLE MATERNELLE PUB LES GORGELIERES;;"";"";8510Z;Enseignement pré-primaire;2008;11;10;19831221;2015;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2015;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
21380087300050;COMMUNE DE CHASSE SUR RHONE;ECOLE MATERNELLE PUB LES GORGELIERES;"";RUE DU SENTIER;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";RUE;DU SENTIER;38670;"";;0;ECOLE MATERNELLE PUB LES GORGELIERES;;"";"";8510Z;Enseignement pré-primaire;2008;03;6;19831221;2016;1;201209;NR;99;"";P;S;0;N;"";;COMMUNE DE CHASSE SUR RHONE;"";"";7210;Commune et commune nouvelle;8411Z;Administration publique générale;2008;"";22;100;2016;PME;19820101;201209;4;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;1;0;27/02/2018
